company_id,company_name,industry,state,company_age_years,annual_revenue_cr,ebitda_cr,net_profit_cr,total_debt_cr,net_worth_cr,capacity_utilization_pct,employee_count,gst_turnover_cr,bank_credit_flow_cr,litigation_cases,auditor_flag,promoter_experience_years,past_default_flag,industry_risk_score,news_sentiment_score,collateral_value_cr,credit_rating,loan_amount_requested_cr,debt_to_ebitda,profit_margin_pct,gst_bank_gap_cr,collateral_coverage_ratio
331,Corp_331,IT Services,Haryana,7,340.23,182.79,104.98,128.72,857.08,37.1,2556,161.63,1232.72,6,0,24,0,9,3,886.06,AA,104.73,0.7,30.86,-1071.09,8.46
332,Corp_332,Auto Components,Rajasthan,4,161.71,212.59,1.65,107.76,658.33,51.0,2541,765.86,982.55,5,0,31,0,1,-2,608.66,B,277.93,0.51,1.02,-216.69,2.19
333,Corp_333,Pharma,Rajasthan,29,309.72,16.06,85.01,588.82,145.55,37.0,4299,211.52,806.31,1,0,32,0,2,-5,376.46,CCC,233.86,36.66,27.45,-594.79,1.61
334,Corp_334,Chemicals,Karnataka,29,411.34,45.22,34.35,277.35,572.98,53.9,525,953.63,313.31,0,1,5,0,6,3,713.61,AA,242.37,6.13,8.35,640.32,2.94
335,Corp_335,Steel,Uttar Pradesh,21,674.24,153.92,51.57,674.01,43.1,38.3,147,676.96,68.24,4,0,30,1,5,1,371.21,AAA,207.42,4.38,7.65,608.72,1.79
336,Corp_336,IT Services,Karnataka,14,962.65,63.47,76.81,76.33,642.01,81.1,4440,1056.25,868.81,3,0,9,0,5,-2,544.52,AA,55.7,1.2,7.98,187.44,9.78
337,Corp_337,Pharma,Tamil Nadu,27,835.26,190.81,9.18,320.6,703.34,76.7,2290,212.24,659.53,7,0,29,0,4,-1,828.16,AAA,147.66,1.68,1.1,-447.29,5.61
338,Corp_338,Auto Components,Tamil Nadu,33,1073.86,130.29,-5.83,540.95,290.25,93.6,2227,592.8,631.71,3,0,33,0,1,-3,563.04,AA,212.17,4.15,-0.54,-38.91,2.65
339,Corp_339,Food Processing,Punjab,2,931.82,214.93,16.92,247.76,321.02,49.7,2970,262.43,482.49,5,0,6,0,2,5,570.09,A,167.97,1.15,1.82,-220.06,3.39
340,Corp_340,Retail,Tamil Nadu,22,1164.15,64.67,37.37,421.31,602.72,79.8,2426,798.92,595.01,0,0,31,0,5,-4,428.56,BB,191.85,6.51,3.21,203.91,2.23
341,Corp_341,Auto Components,Rajasthan,22,412.23,79.82,21.71,397.24,769.65,91.2,1106,115.8,1158.19,6,0,6,0,8,2,363.11,AA,5.64,4.98,5.27,-1042.39,64.38
342,Corp_342,Infrastructure,Delhi,29,1074.88,208.48,10.42,243.75,716.23,67.1,2752,543.82,1141.0,5,0,14,0,5,4,149.05,AA,207.69,1.17,0.97,-597.18,0.72
343,Corp_343,Auto Components,Haryana,19,259.26,245.68,79.08,624.7,265.56,66.1,2518,681.39,1235.15,6,0,34,0,4,-2,242.01,B,157.09,2.54,30.5,-553.76,1.54
344,Corp_344,Pharma,Gujarat,35,477.76,139.92,86.27,218.65,185.01,73.2,2711,1297.87,471.78,5,0,21,0,4,-4,410.33,BB,100.51,1.56,18.06,826.09,4.08
345,Corp_345,Textiles,Maharashtra,10,168.02,225.76,105.8,655.06,337.75,92.1,3007,511.39,1068.68,6,0,10,0,5,-2,519.28,AA,133.71,2.9,62.97,-557.29,3.88
346,Corp_346,Food Processing,Karnataka,31,819.73,99.91,20.99,549.66,862.42,72.4,1989,691.77,888.74,6,0,29,0,5,-2,39.1,BB,226.32,5.5,2.56,-196.97,0.17
347,Corp_347,IT Services,Delhi,18,83.3,51.51,81.28,334.63,371.89,55.9,3218,218.86,1192.91,1,0,14,0,6,4,662.11,AAA,265.78,6.5,97.58,-974.05,2.49
348,Corp_348,Pharma,Punjab,17,160.31,236.66,-8.74,670.16,40.84,92.6,501,283.42,800.61,5,0,25,0,1,0,243.24,B,97.9,2.83,-5.45,-517.19,2.48
349,Corp_349,Pharma,Delhi,31,190.77,59.29,9.01,260.85,619.46,39.9,105,351.94,644.52,7,0,9,0,8,-3,354.77,AA,5.04,4.4,4.72,-292.58,70.39
350,Corp_350,Steel,Haryana,20,268.85,163.6,-0.68,555.61,275.2,56.9,3806,1216.66,1187.86,0,1,15,0,9,-3,414.87,CCC,153.67,3.4,-0.25,28.8,2.7
351,Corp_351,IT Services,Karnataka,10,407.5,102.64,12.78,507.57,789.13,58.4,212,1244.4,239.91,0,0,7,0,9,-2,789.89,BBB,285.85,4.95,3.14,1004.49,2.76
352,Corp_352,Steel,Karnataka,4,1029.72,33.57,78.66,134.68,100.27,46.6,4641,952.67,72.14,7,0,7,1,5,4,30.36,AAA,141.34,4.01,7.64,880.53,0.21
353,Corp_353,Infrastructure,Punjab,2,620.69,221.42,4.85,433.25,567.76,58.6,1921,1223.83,979.25,0,0,8,0,3,-3,626.79,AAA,291.24,1.96,0.78,244.58,2.15
354,Corp_354,Retail,Maharashtra,26,807.45,232.3,84.21,113.86,884.37,41.0,4423,1133.91,1034.43,4,0,12,0,5,1,128.6,A,55.33,0.49,10.43,99.48,2.32
355,Corp_355,Textiles,Maharashtra,6,651.89,4.77,47.01,525.58,792.86,43.5,3944,1154.72,920.61,4,0,9,0,1,-1,133.89,BB,65.24,110.18,7.21,234.11,2.05
356,Corp_356,Pharma,Rajasthan,27,775.75,77.1,82.38,611.87,560.21,76.1,2046,74.71,461.09,2,1,30,0,2,-4,491.7,AA,279.16,7.94,10.62,-386.38,1.76
357,Corp_357,Retail,Delhi,10,203.33,162.4,51.94,587.13,145.62,83.1,2132,560.76,73.75,2,0,10,0,5,-4,373.84,AAA,128.7,3.62,25.54,487.01,2.9
358,Corp_358,Infrastructure,Karnataka,27,1026.7,129.45,36.48,501.88,805.76,56.0,4146,536.03,286.9,3,1,30,0,1,4,432.01,CCC,56.64,3.88,3.55,249.13,7.63
359,Corp_359,Infrastructure,Delhi,16,231.3,137.65,113.14,105.66,166.56,68.7,2300,1131.56,240.95,3,1,26,0,5,-1,770.4,A,178.09,0.77,48.91,890.61,4.33
360,Corp_360,Steel,Uttar Pradesh,27,495.62,192.53,83.33,377.23,69.27,69.2,1770,606.04,941.94,5,0,14,0,5,5,105.74,A,269.78,1.96,16.81,-335.9,0.39
361,Corp_361,Textiles,Karnataka,30,996.48,191.71,93.99,581.83,251.21,67.9,467,1251.32,277.9,1,0,32,1,4,-1,783.74,BBB,9.32,3.03,9.43,973.42,84.09
362,Corp_362,Steel,Uttar Pradesh,30,675.22,201.54,49.85,287.68,213.17,61.2,2673,408.42,675.61,4,0,21,0,7,0,858.08,AAA,165.13,1.43,7.38,-267.19,5.2
363,Corp_363,Manufacturing,Karnataka,20,548.38,37.35,-12.5,189.57,644.08,62.6,3022,727.68,981.07,2,0,34,0,9,-5,86.71,CCC,28.81,5.08,-2.28,-253.39,3.01
364,Corp_364,Retail,Tamil Nadu,35,727.47,171.26,59.54,14.73,704.42,66.0,3199,828.63,678.96,3,0,20,0,9,5,795.92,AA,55.96,0.09,8.18,149.67,14.22
365,Corp_365,Steel,Gujarat,11,900.49,237.46,58.65,86.25,392.56,64.4,899,734.13,97.59,7,0,10,0,6,-2,616.02,AA,47.97,0.36,6.51,636.54,12.84
366,Corp_366,Food Processing,Rajasthan,10,449.74,43.26,101.87,530.89,641.45,75.4,3832,444.07,855.79,5,1,6,0,1,3,829.91,BB,119.45,12.27,22.65,-411.72,6.95
367,Corp_367,Textiles,Haryana,10,705.25,71.95,73.66,603.12,436.72,53.7,4880,45.4,169.55,4,0,13,0,4,1,232.75,AA,239.35,8.38,10.44,-124.15,0.97
368,Corp_368,Manufacturing,Punjab,32,1064.07,97.41,-17.52,354.6,518.27,87.5,4397,661.56,312.83,3,0,7,0,5,-2,148.48,AA,287.84,3.64,-1.65,348.73,0.52
369,Corp_369,Textiles,Rajasthan,24,1196.83,224.91,17.29,151.75,765.04,50.0,1116,1275.64,804.36,7,0,18,1,2,-5,648.46,AA,20.04,0.67,1.44,471.28,32.36
370,Corp_370,Chemicals,Tamil Nadu,29,556.09,72.22,86.04,600.96,110.44,60.4,1096,104.14,72.11,7,0,21,1,8,-4,880.11,AA,174.35,8.32,15.47,32.03,5.05
371,Corp_371,Pharma,Delhi,14,169.4,171.75,50.98,255.95,725.38,61.4,1471,1085.64,227.3,2,0,21,0,8,-4,714.25,AA,179.02,1.49,30.09,858.34,3.99
372,Corp_372,Textiles,Gujarat,6,70.44,149.34,79.39,385.28,628.04,68.7,4848,573.64,372.8,1,0,8,0,6,-1,202.94,CCC,173.99,2.58,112.71,200.84,1.17
373,Corp_373,Pharma,Telangana,33,230.71,89.76,55.34,642.98,251.42,85.8,477,1167.17,879.59,1,0,26,0,6,-3,858.95,B,281.62,7.16,23.99,287.58,3.05
374,Corp_374,Steel,Uttar Pradesh,32,368.85,63.56,34.51,675.83,778.07,91.4,1837,671.54,292.6,4,0,32,0,9,2,792.62,CCC,24.57,10.63,9.36,378.94,32.26
375,Corp_375,Steel,Uttar Pradesh,35,344.32,133.68,99.79,642.26,457.83,51.7,1875,1168.36,532.68,3,0,34,0,5,-1,311.54,BB,15.45,4.8,28.98,635.68,20.16
376,Corp_376,Manufacturing,Telangana,4,655.2,202.57,12.64,143.76,774.26,85.0,4495,827.23,939.93,3,0,15,0,9,5,712.78,AAA,120.71,0.71,1.93,-112.7,5.9
377,Corp_377,Textiles,Uttar Pradesh,39,991.51,34.26,-18.27,140.87,164.96,93.3,2008,340.21,496.39,4,0,12,0,6,-5,422.37,CCC,223.58,4.11,-1.84,-156.18,1.89
378,Corp_378,Textiles,Haryana,4,183.9,4.69,-10.41,211.24,782.64,89.9,3422,68.63,264.08,2,0,7,0,2,2,52.69,AAA,48.07,45.04,-5.66,-195.45,1.1
379,Corp_379,Pharma,Tamil Nadu,30,300.5,170.75,-5.68,116.48,792.61,47.5,1925,878.69,183.51,7,0,28,0,2,2,466.1,AA,222.18,0.68,-1.89,695.18,2.1
380,Corp_380,IT Services,Karnataka,32,896.3,30.68,57.93,7.56,440.81,54.4,80,718.23,58.19,4,0,12,0,3,4,244.79,AAA,19.66,0.25,6.46,660.04,12.45
381,Corp_381,Retail,Delhi,33,558.2,50.86,44.81,497.18,637.39,48.9,2654,1247.62,269.21,1,0,8,0,2,-5,296.37,B,111.61,9.78,8.03,978.41,2.66
382,Corp_382,Chemicals,Punjab,16,633.43,225.43,14.66,25.05,496.73,54.2,3649,179.3,535.23,4,0,15,0,6,1,38.04,BBB,98.69,0.11,2.31,-355.93,0.39
383,Corp_383,Food Processing,Delhi,25,228.91,9.01,-11.1,52.46,659.89,43.4,3267,307.85,658.23,0,0,20,0,7,0,388.18,B,55.49,5.82,-4.85,-350.38,7.0
384,Corp_384,IT Services,Rajasthan,15,325.96,163.59,77.37,514.94,178.66,48.4,517,388.37,944.41,3,0,15,0,2,0,551.69,BBB,85.17,3.15,23.74,-556.04,6.48
385,Corp_385,Auto Components,Telangana,16,630.44,112.26,92.66,436.48,404.18,73.9,4377,830.92,867.9,7,0,21,0,1,4,293.89,A,254.58,3.89,14.7,-36.98,1.15
386,Corp_386,Chemicals,Delhi,12,290.99,245.51,81.88,646.61,852.09,50.6,1926,647.45,52.39,5,0,33,0,1,-1,398.93,B,149.98,2.63,28.14,595.06,2.66
387,Corp_387,Infrastructure,Delhi,10,659.59,62.73,65.48,636.66,687.68,74.8,154,312.23,520.14,6,0,11,0,4,4,145.12,A,61.86,10.15,9.93,-207.91,2.35
388,Corp_388,Chemicals,Delhi,5,150.68,207.09,97.16,490.48,49.66,81.6,256,96.58,1031.32,6,0,23,0,6,-4,15.58,B,243.45,2.37,64.48,-934.74,0.06
389,Corp_389,Retail,Haryana,10,824.33,235.79,28.32,436.72,143.04,89.8,2661,336.56,47.16,0,0,12,0,5,-3,738.07,B,113.89,1.85,3.44,289.4,6.48
390,Corp_390,IT Services,Delhi,32,692.74,30.05,4.02,202.75,438.7,50.9,1295,787.5,240.98,7,0,24,0,7,2,672.22,AAA,282.51,6.75,0.58,546.52,2.38
391,Corp_391,Infrastructure,Karnataka,27,977.26,83.89,93.97,60.39,690.55,53.0,552,996.95,1215.55,2,1,9,0,8,-2,711.38,A,231.15,0.72,9.62,-218.6,3.08
392,Corp_392,Auto Components,Telangana,23,411.63,68.07,59.08,534.25,163.85,77.2,2320,990.53,634.34,5,0,14,0,6,3,838.1,CCC,293.11,7.85,14.35,356.19,2.86
393,Corp_393,Chemicals,Rajasthan,13,965.88,173.17,18.37,377.61,66.05,50.5,1566,241.25,956.29,0,0,27,0,8,0,631.82,AA,148.86,2.18,1.9,-715.04,4.24
394,Corp_394,Steel,Rajasthan,28,147.59,40.6,107.58,480.16,75.96,80.2,1709,329.48,511.3,0,0,21,0,2,-2,471.27,CCC,103.33,11.83,72.89,-181.82,4.56
395,Corp_395,Pharma,Uttar Pradesh,12,731.14,210.8,28.72,15.04,200.41,69.7,391,424.53,1039.59,7,0,15,0,4,-3,12.98,BB,187.05,0.07,3.93,-615.06,0.07
396,Corp_396,Retail,Karnataka,20,1069.56,179.49,115.36,272.7,792.19,88.8,4517,567.01,214.87,7,0,13,0,5,5,738.7,A,160.42,1.52,10.79,352.14,4.6
397,Corp_397,Food Processing,Rajasthan,4,1171.01,41.26,84.78,515.77,657.49,51.7,2445,283.74,985.51,6,0,34,0,5,5,760.73,B,255.36,12.5,7.24,-701.77,2.98
398,Corp_398,Chemicals,Punjab,19,858.18,114.89,25.14,419.73,391.31,85.4,1157,1164.91,738.91,1,1,27,0,3,3,836.88,AA,207.77,3.65,2.93,426.0,4.03
399,Corp_399,Infrastructure,Punjab,5,840.7,188.01,114.08,398.22,162.3,49.1,1041,840.43,583.48,7,1,28,0,9,-4,894.59,CCC,113.41,2.12,13.57,256.95,7.89
400,Corp_400,Chemicals,Gujarat,5,672.16,214.97,-19.05,525.33,147.97,84.7,3268,947.66,1171.46,6,0,8,0,6,-5,831.48,AAA,236.08,2.44,-2.83,-223.8,3.52
401,Corp_401,Manufacturing,Delhi,31,994.14,37.74,23.4,607.16,494.89,45.1,1968,202.6,1113.18,6,0,24,1,1,-2,48.99,CCC,112.83,16.09,2.35,-910.58,0.43
402,Corp_402,Textiles,Tamil Nadu,33,743.45,24.93,100.4,115.14,567.43,54.7,1996,223.93,423.93,1,0,24,0,7,0,541.73,B,284.55,4.62,13.5,-200.0,1.9
403,Corp_403,Retail,Haryana,6,1152.65,48.06,14.1,133.57,615.42,89.1,1376,704.04,608.4,1,0,5,0,7,-1,24.16,CCC,256.45,2.78,1.22,95.64,0.09
404,Corp_404,Chemicals,Tamil Nadu,6,404.11,116.46,78.59,303.18,122.17,60.2,3603,771.32,81.47,4,0,11,0,3,2,682.9,CCC,136.86,2.6,19.45,689.85,4.99
405,Corp_405,Infrastructure,Maharashtra,11,964.39,120.72,85.68,37.02,548.96,63.5,2219,1009.99,521.57,7,0,20,0,2,-4,511.48,BBB,194.2,0.31,8.88,488.42,2.63
406,Corp_406,Auto Components,Gujarat,24,409.33,198.07,32.6,557.08,89.09,80.1,4750,171.14,919.31,5,0,27,0,7,-2,116.84,BBB,25.02,2.81,7.96,-748.17,4.67
407,Corp_407,Steel,Haryana,19,281.57,96.01,9.77,386.53,359.65,93.4,834,515.01,487.79,5,0,25,0,6,5,247.04,AA,269.71,4.03,3.47,27.22,0.92
408,Corp_408,IT Services,Delhi,16,886.24,106.92,35.7,393.98,421.58,44.9,3153,919.59,1019.2,6,1,32,0,2,-2,645.63,BBB,176.31,3.68,4.03,-99.61,3.66
409,Corp_409,Textiles,Haryana,17,1106.08,36.48,-2.87,236.6,597.64,61.7,680,1138.74,263.07,0,0,12,0,5,3,168.51,AA,227.51,6.49,-0.26,875.67,0.74
410,Corp_410,Retail,Haryana,28,909.39,152.27,52.52,66.78,554.13,79.4,3557,780.06,805.93,4,0,27,0,5,5,873.41,BBB,220.64,0.44,5.78,-25.87,3.96
411,Corp_411,Steel,Telangana,14,549.79,210.11,113.5,449.7,786.99,46.8,1842,297.99,1008.21,2,0,5,0,6,2,554.77,BBB,174.39,2.14,20.64,-710.22,3.18
412,Corp_412,Textiles,Maharashtra,14,216.13,121.89,103.81,506.92,193.55,46.0,1549,144.49,1073.4,5,0,4,0,2,-1,216.03,AAA,39.42,4.16,48.03,-928.91,5.48
413,Corp_413,Infrastructure,Telangana,35,417.44,221.13,63.6,644.66,687.46,72.1,2792,879.0,953.34,1,0,6,0,7,-2,624.12,A,266.03,2.92,15.24,-74.34,2.35
414,Corp_414,Auto Components,Delhi,6,514.11,216.48,70.05,77.01,477.53,82.9,3325,526.92,854.87,4,0,9,0,3,-3,503.86,AAA,189.75,0.36,13.63,-327.95,2.66
415,Corp_415,Textiles,Gujarat,16,1101.81,23.36,62.05,59.91,853.59,66.1,2360,491.42,79.32,0,0,19,0,3,-5,535.91,AAA,13.12,2.56,5.63,412.1,40.85
416,Corp_416,Retail,Gujarat,16,1075.48,62.73,80.59,671.61,22.93,79.8,3105,558.75,610.27,5,0,30,0,5,3,674.27,BBB,51.68,10.71,7.49,-51.52,13.05
417,Corp_417,Auto Components,Tamil Nadu,10,103.63,145.53,10.62,685.3,737.76,51.8,3694,506.12,446.46,6,0,13,0,3,4,833.12,AAA,13.91,4.71,10.25,59.66,59.89
418,Corp_418,Manufacturing,Karnataka,16,693.33,84.56,19.73,623.22,782.63,79.8,4407,1039.77,442.52,4,0,26,0,8,0,108.56,AA,54.22,7.37,2.85,597.25,2.0
419,Corp_419,Auto Components,Telangana,24,1023.16,184.78,-3.02,543.52,622.94,40.0,4326,95.19,1243.95,4,0,14,0,3,-4,313.46,A,288.61,2.94,-0.3,-1148.76,1.09
420,Corp_420,Food Processing,Maharashtra,10,1168.07,195.29,45.89,375.2,831.2,64.5,546,952.15,108.28,6,0,26,0,6,-5,115.4,B,30.2,1.92,3.93,843.87,3.82
421,Corp_421,Steel,Telangana,34,199.3,159.96,0.1,148.17,459.27,70.2,944,312.21,617.13,4,0,19,0,1,0,112.0,AAA,86.13,0.93,0.05,-304.92,1.3
422,Corp_422,Manufacturing,Haryana,12,614.8,41.51,40.61,195.97,156.33,94.0,674,1172.43,113.22,5,0,20,0,6,-1,99.59,B,280.37,4.72,6.61,1059.21,0.36
423,Corp_423,Food Processing,Haryana,30,880.47,34.43,72.95,572.45,191.27,52.0,514,180.07,1169.53,4,0,28,0,5,-5,79.04,BBB,176.24,16.63,8.29,-989.46,0.45
424,Corp_424,Chemicals,Karnataka,31,432.54,240.5,44.37,427.51,463.67,37.8,3284,1234.36,970.73,2,0,33,0,8,-4,525.47,CCC,120.21,1.78,10.26,263.63,4.37
425,Corp_425,Auto Components,Uttar Pradesh,25,407.48,63.31,105.11,188.96,804.13,38.9,4700,1065.86,762.87,4,0,9,0,6,4,440.68,B,158.81,2.98,25.8,302.99,2.77
426,Corp_426,Chemicals,Telangana,16,248.57,73.6,-1.14,252.88,833.62,87.2,3551,260.87,210.46,1,0,11,0,4,2,645.76,BB,187.66,3.44,-0.46,50.41,3.44
427,Corp_427,Infrastructure,Rajasthan,16,671.46,223.95,36.03,339.02,862.11,74.6,4485,99.53,1037.0,3,0,12,0,6,5,159.36,AAA,108.4,1.51,5.37,-937.47,1.47
428,Corp_428,Auto Components,Karnataka,36,687.63,220.45,116.38,684.39,281.08,70.7,1572,1287.58,730.72,7,0,32,0,4,-3,65.45,AA,131.22,3.1,16.92,556.86,0.5
429,Corp_429,Food Processing,Haryana,32,310.14,62.25,-0.92,483.36,798.85,59.4,2941,1283.47,632.16,6,1,26,0,2,-5,744.12,AAA,127.64,7.76,-0.3,651.31,5.83
430,Corp_430,Steel,Tamil Nadu,3,136.63,77.47,58.96,46.99,180.73,74.0,2376,258.97,969.17,3,0,32,0,9,-4,872.46,BB,48.24,0.61,43.15,-710.2,18.09
431,Corp_431,Chemicals,Maharashtra,25,429.66,114.83,56.41,666.35,760.07,62.6,4008,747.29,783.25,0,0,23,0,4,3,592.47,A,161.43,5.8,13.13,-35.96,3.67
432,Corp_432,Textiles,Maharashtra,15,77.47,222.62,109.08,322.22,899.79,40.0,1468,571.32,80.32,3,0,31,0,8,2,66.26,BBB,34.9,1.45,140.8,491.0,1.9
433,Corp_433,Chemicals,Maharashtra,18,559.91,162.55,101.39,524.44,77.22,39.0,4213,329.99,94.42,1,0,33,0,7,-2,129.37,BB,232.22,3.23,18.11,235.57,0.56
434,Corp_434,Pharma,Delhi,17,475.78,141.17,66.19,568.96,85.16,47.8,2263,806.24,633.6,4,0,20,0,4,0,179.14,B,43.01,4.03,13.91,172.64,4.17
435,Corp_435,IT Services,Gujarat,14,500.75,178.71,118.52,293.21,837.81,76.3,2897,1166.83,1157.2,4,0,14,0,8,4,554.47,CCC,271.69,1.64,23.67,9.63,2.04
436,Corp_436,Manufacturing,Karnataka,14,645.86,201.88,-3.21,667.31,501.65,59.7,3169,976.0,52.39,4,0,33,0,6,3,635.43,BB,188.52,3.31,-0.5,923.61,3.37
437,Corp_437,Chemicals,Rajasthan,5,267.39,87.01,78.14,84.65,358.72,43.2,3352,320.16,1150.41,5,1,21,0,7,0,514.72,B,22.16,0.97,29.22,-830.25,23.23
438,Corp_438,Retail,Gujarat,14,223.59,92.51,82.81,400.29,91.22,93.6,4139,754.86,758.86,3,0,31,0,8,-1,787.0,BB,187.94,4.33,37.04,-4.0,4.19
439,Corp_439,Textiles,Uttar Pradesh,20,747.3,112.21,38.06,140.41,525.07,81.7,2287,204.37,264.93,3,0,22,0,3,-3,392.48,BB,255.11,1.25,5.09,-60.56,1.54
440,Corp_440,Textiles,Gujarat,26,973.03,84.39,106.07,292.73,530.02,48.1,4163,244.88,576.4,5,0,25,0,7,-2,156.86,CCC,273.81,3.47,10.9,-331.52,0.57
441,Corp_441,Steel,Karnataka,8,68.78,71.67,7.15,110.59,680.12,53.0,4010,1220.45,281.93,2,0,24,0,2,4,273.3,AA,70.28,1.54,10.4,938.52,3.89
442,Corp_442,Retail,Gujarat,10,1035.34,35.88,-18.13,161.11,267.69,89.4,1603,154.58,623.81,7,0,25,0,9,3,227.4,B,14.49,4.49,-1.75,-469.23,15.69
443,Corp_443,Textiles,Delhi,5,912.47,245.26,-17.49,611.22,447.49,79.4,3766,25.93,859.2,1,0,22,0,6,2,321.07,AA,282.07,2.49,-1.92,-833.27,1.14
444,Corp_444,Pharma,Punjab,10,200.67,47.34,22.86,70.7,791.94,85.8,3084,274.97,105.78,2,0,12,1,4,5,645.64,CCC,169.43,1.49,11.39,169.19,3.81
445,Corp_445,Food Processing,Karnataka,2,1022.8,209.74,93.89,20.54,470.15,86.5,3126,447.28,1112.3,7,1,29,0,9,-5,12.32,AA,298.94,0.1,9.18,-665.02,0.04
446,Corp_446,Chemicals,Karnataka,37,315.53,247.74,91.56,490.72,323.46,57.9,4974,574.84,939.29,4,0,4,0,4,-1,528.13,AA,80.17,1.98,29.02,-364.45,6.59
447,Corp_447,Manufacturing,Maharashtra,23,954.73,177.35,54.29,556.78,713.69,68.2,65,989.4,431.45,5,1,23,0,1,-4,376.95,B,204.01,3.14,5.69,557.95,1.85
448,Corp_448,Pharma,Uttar Pradesh,18,462.58,110.16,33.82,222.04,13.3,41.8,2512,900.33,562.68,0,0,27,0,5,2,662.71,BBB,275.8,2.02,7.31,337.65,2.4
449,Corp_449,Pharma,Uttar Pradesh,35,645.73,67.57,103.78,110.48,512.67,52.9,3197,77.69,1014.43,6,0,32,0,5,1,73.57,AAA,13.14,1.64,16.07,-936.74,5.6
450,Corp_450,Infrastructure,Haryana,31,949.31,236.77,109.93,246.42,881.76,56.2,4822,438.58,678.89,4,0,8,0,2,4,241.86,CCC,162.73,1.04,11.58,-240.31,1.49
451,Corp_451,Food Processing,Haryana,38,521.36,185.0,67.66,607.08,522.96,89.2,283,658.17,403.82,7,0,34,0,9,-5,569.17,BBB,26.47,3.28,12.98,254.35,21.5
452,Corp_452,Retail,Uttar Pradesh,10,120.33,171.81,110.15,426.67,799.79,84.8,2784,773.06,132.31,3,0,18,0,8,2,728.24,BBB,152.55,2.48,91.54,640.75,4.77
453,Corp_453,Pharma,Telangana,31,646.94,130.0,42.51,278.4,347.01,70.7,2856,300.18,62.19,6,0,21,1,3,1,369.04,B,245.4,2.14,6.57,237.99,1.5
454,Corp_454,Steel,Rajasthan,27,739.91,46.26,67.99,338.23,770.3,62.6,995,630.51,856.25,2,0,15,0,4,5,695.33,AAA,235.86,7.31,9.19,-225.74,2.95
455,Corp_455,Retail,Rajasthan,35,271.17,139.82,30.77,137.01,332.96,84.0,626,1002.55,616.57,7,0,13,0,2,-4,371.84,AAA,61.35,0.98,11.35,385.98,6.06
456,Corp_456,Retail,Gujarat,21,936.25,87.05,72.66,414.98,614.36,53.0,2238,987.68,347.87,0,0,8,0,6,5,478.15,BB,103.54,4.77,7.76,639.81,4.62
457,Corp_457,Food Processing,Gujarat,7,767.91,92.87,106.07,623.88,31.05,45.1,1388,151.64,575.56,3,1,29,0,6,-2,780.24,A,112.98,6.72,13.81,-423.92,6.91
458,Corp_458,Manufacturing,Tamil Nadu,16,1038.97,181.09,55.43,367.22,416.78,80.7,455,474.14,580.09,2,0,13,0,4,2,739.19,CCC,281.61,2.03,5.34,-105.95,2.62
459,Corp_459,Textiles,Delhi,2,337.6,207.28,42.75,266.52,530.67,77.5,2093,899.39,1015.38,3,0,10,1,6,-4,129.26,CCC,136.26,1.29,12.66,-115.99,0.95
460,Corp_460,Manufacturing,Telangana,2,699.65,162.28,80.56,168.39,24.99,89.0,4525,1221.29,91.84,5,0,19,0,4,3,739.83,A,31.67,1.04,11.51,1129.45,23.36
461,Corp_461,Infrastructure,Delhi,14,674.21,23.14,19.41,651.46,792.29,87.7,1805,242.82,250.47,7,0,22,0,9,5,390.9,BB,89.6,28.15,2.88,-7.65,4.36
462,Corp_462,Retail,Uttar Pradesh,37,512.22,80.6,61.21,414.17,646.66,53.4,2275,499.13,1135.02,1,0,15,0,8,0,540.63,BB,296.07,5.14,11.95,-635.89,1.83
463,Corp_463,Steel,Haryana,32,233.46,232.75,59.82,30.36,625.29,37.9,4670,260.23,396.02,4,0,22,0,5,-1,762.79,AA,17.56,0.13,25.62,-135.79,43.44
464,Corp_464,Chemicals,Rajasthan,29,1035.19,50.05,16.08,494.22,21.63,39.6,2642,987.0,111.01,6,0,14,1,2,-5,366.36,AAA,115.36,9.87,1.55,875.99,3.18
465,Corp_465,Manufacturing,Gujarat,28,377.52,105.8,-8.36,687.63,250.56,36.2,4162,1208.47,1246.98,5,0,32,0,6,-2,200.83,BBB,294.49,6.5,-2.21,-38.51,0.68
466,Corp_466,Steel,Karnataka,39,999.08,52.29,14.04,149.5,796.67,49.3,976,1053.76,1179.67,5,0,4,0,8,4,60.67,AA,7.35,2.86,1.41,-125.91,8.25
467,Corp_467,Infrastructure,Gujarat,30,234.8,223.54,-13.32,396.39,701.52,79.1,2111,378.03,308.19,6,0,28,0,9,5,114.09,BBB,260.11,1.77,-5.67,69.84,0.44
468,Corp_468,Retail,Uttar Pradesh,2,195.57,132.96,-1.52,379.21,20.78,89.5,4484,889.65,536.16,5,0,22,0,6,-2,130.6,AA,134.42,2.85,-0.78,353.49,0.97
469,Corp_469,IT Services,Gujarat,13,714.79,44.8,64.57,455.99,844.38,40.5,2482,72.52,757.41,4,1,18,1,9,-2,349.56,BBB,157.96,10.18,9.03,-684.89,2.21
470,Corp_470,IT Services,Rajasthan,7,192.77,241.39,-11.03,272.67,101.89,53.9,3774,1275.07,856.3,6,0,29,0,6,5,621.42,AA,149.07,1.13,-5.72,418.77,4.17
471,Corp_471,Chemicals,Tamil Nadu,38,1162.76,74.4,94.88,341.56,671.07,91.1,3060,289.71,62.1,6,0,7,0,2,5,258.77,BBB,227.19,4.59,8.16,227.61,1.14
